student_id,university,faculty,department,course,gpa_scale,programme_duration_years,current_level,semester_number,academic_session,semester_gpa,semester_credits,cumulative_cgpa,cumulative_credits,semesters_completed,semesters_remaining,is_final_semester,gpa_trend_slope,gpa_volatility,recent_gpa_avg_3,credits_velocity,next_semester_gpa,final_cgpa,graduation_class,academic_risk
STU_0001,Ahmadu Bello University,Science,Physics,Physics with Electronics,5.0,4,100,2,2021/2022,3.26,18,3.44,39,2,6,False,-0.3421778411379215,0.24195627184039747,3.427717596238029,19.5,3.16,3.49,Second Class Lower,Low
STU_0001,Ahmadu Bello University,Science,Physics,Physics with Electronics,5.0,4,200,3,2022/2023,3.16,20,3.35,59,3,5,False,-0.21796962978838508,0.22946311126693694,3.3394341499020928,19.666666666666668,3.56,3.49,Second Class Lower,Low
STU_0001,Ahmadu Bello University,Science,Physics,Physics with Electronics,5.0,4,200,4,2022/2023,3.56,20,3.4,79,4,4,False,-0.021914998299386923,0.2166496280667379,3.325502087173757,19.75,3.61,3.49,Second Class Lower,Low
STU_0001,Ahmadu Bello University,Science,Physics,Physics with Electronics,5.0,4,300,5,2023/2024,3.61,19,3.44,98,5,3,False,0.03199941144815251,0.21078253449147194,3.442830111141166,19.6,3.47,3.49,Second Class Lower,Low
STU_0001,Ahmadu Bello University,Science,Physics,Physics with Electronics,5.0,4,300,6,2023/2024,3.47,17,3.44,115,6,2,False,0.022982601959325027,0.18900690490509867,3.545096249765285,19.166666666666668,3.27,3.49,Second Class Lower,Low
STU_0001,Ahmadu Bello University,Science,Physics,Physics with Electronics,5.0,4,400,7,2024/2025,3.27,15,3.42,130,7,1,False,-0.004398606470069811,0.18479886099897563,3.4484749273413926,18.571428571428573,3.93,3.49,Second Class Lower,Low
STU_0001,Ahmadu Bello University,Science,Physics,Physics with Electronics,5.0,4,400,8,2024/2025,3.93,18,3.49,148,8,0,True,0.03985902635552154,0.2494631773669866,3.5558524751290643,18.5,,3.49,Second Class Lower,Low
STU_0002,University of Ibadan,Arts,English,English Language,5.0,4,100,1,2022/2023,2.37,19,2.37,19,1,7,False,0.0,0.0,2.36669713773654,19.0,3.04,2.63,Second Class Lower,Medium
STU_0002,University of Ibadan,Arts,English,English Language,5.0,4,100,2,2022/2023,3.04,18,2.7,37,2,6,False,0.6753207506235133,0.47752388224187564,2.704357513048296,18.5,2.57,2.63,Second Class Lower,Medium
STU_0002,University of Ibadan,Arts,English,English Language,5.0,4,200,3,2023/2024,2.57,21,2.65,58,3,5,False,0.10171890092949054,0.34643868451782095,2.6596166552307046,19.333333333333332,2.4,2.63,Second Class Lower,Medium
STU_0002,University of Ibadan,Arts,English,English Language,5.0,4,200,4,2023/2024,2.4,20,2.59,78,4,4,False,-0.038088333631468616,0.3118510345382106,2.6697277232806873,19.5,3.45,2.63,Second Class Lower,Medium
STU_0002,University of Ibadan,Arts,English,English Language,5.0,4,300,5,2024/2025,3.45,18,2.75,96,5,3,False,0.1526860876334572,0.4694621414691865,2.8065955435408725,19.2,2.13,2.63,Second Class Lower,Medium
STU_0002,University of Ibadan,Arts,English,English Language,5.0,4,300,6,2024/2025,2.13,17,2.66,113,6,2,False,-0.003206147066604879,0.49308904353083965,2.6607215474569585,18.833333333333332,2.53,2.63,Second Class Lower,Medium
STU_0002,University of Ibadan,Arts,English,English Language,5.0,4,400,7,2025/2026,2.53,16,2.64,129,7,1,False,-0.01639531863538879,0.4529806068716911,2.7036609841510395,18.428571428571427,2.55,2.63,Second Class Lower,Medium
STU_0002,University of Ibadan,Arts,English,English Language,5.0,4,400,8,2025/2026,2.55,17,2.63,146,8,0,True,-0.01876268710620392,0.42069303134020003,2.401784124279997,18.25,,2.63,Second Class Lower,Medium
STU_0003,"University of Nigeria, Nsukka",Engineering,Civil,Civil Engineering,5.0,5,100,1,2023/2024,2.86,18,2.86,18,1,9,False,0.0,0.0,2.8562961197649472,18.0,2.42,2.97,Second Class Lower,Medium
STU_0003,"University of Nigeria, Nsukka",Engineering,Civil,Civil Engineering,5.0,5,100,2,2023/2024,2.42,19,2.63,37,2,8,False,-0.4350306192641278,0.30761310090544786,2.638780810132883,18.5,2.59,2.97,Second Class Lower,Medium
STU_0003,"University of Nigeria, Nsukka",Engineering,Civil,Civil Engineering,5.0,5,200,3,2024/2025,2.59,18,2.62,55,3,7,False,-0.13452328946120518,0.21954058204021726,2.6216037203694342,18.333333333333332,1.99,2.97,Second Class Lower,Medium
STU_0003,"University of Nigeria, Nsukka",Engineering,Civil,Civil Engineering,5.0,5,200,4,2024/2025,1.99,20,2.45,75,4,6,False,-0.24292304080666835,0.3625968725380726,2.333246559435168,18.75,1.97,2.97,Second Class Lower,Medium
STU_0003,"University of Nigeria, Nsukka",Engineering,Civil,Civil Engineering,5.0,5,300,5,2025/2026,1.97,18,2.36,93,5,5,False,-0.22060337845091355,0.3843864059334374,2.1822579456948,18.6,3.76,2.97,Second Class Lower,Medium
STU_0003,"University of Nigeria, Nsukka",Engineering,Civil,Civil Engineering,5.0,5,300,6,2025/2026,3.76,17,2.57,110,6,4,False,0.07301341157565834,0.6647150796862552,2.572632927515053,18.333333333333332,3.29,2.97,Second Class Lower,Medium
STU_0003,"University of Nigeria, Nsukka",Engineering,Civil,Civil Engineering,5.0,5,400,7,2026/2027,3.29,15,2.66,125,7,3,False,0.11998483905035359,0.6610595544985308,3.0059131332679603,17.857142857142858,3.47,2.97,Second Class Lower,Medium
STU_0003,"University of Nigeria, Nsukka",Engineering,Civil,Civil Engineering,5.0,5,400,8,2026/2027,3.47,16,2.75,141,8,2,False,0.1441848213969935,0.669887304512684,3.505344161527198,17.625,3.8,2.97,Second Class Lower,Medium
STU_0003,"University of Nigeria, Nsukka",Engineering,Civil,Civil Engineering,5.0,5,500,9,2027/2028,3.8,17,2.86,158,9,1,False,0.16782896149165533,0.7103127779694391,3.517899262908722,17.555555555555557,4.04,2.97,Second Class Lower,Medium
STU_0003,"University of Nigeria, Nsukka",Engineering,Civil,Civil Engineering,5.0,5,500,10,2027/2028,4.04,15,2.97,173,10,0,True,0.18377623892143874,0.7592862518644468,3.7660631328135565,17.3,,2.97,Second Class Lower,Medium
STU_0004,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,5,100,1,2024/2025,3.36,21,3.36,21,1,9,False,0.0,0.0,3.3636632017054184,21.0,3.15,3.2,Second Class Lower,Low
STU_0004,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,5,100,2,2024/2025,3.15,18,3.26,39,2,8,False,-0.21742243575158904,0.15374087870204506,3.254951983829624,19.5,3.6,3.2,Second Class Lower,Low
STU_0004,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,5,200,3,2025/2026,3.6,18,3.37,57,3,7,False,0.1161586358627873,0.2249109582300712,3.3686281470300803,19.0,3.27,3.2,Second Class Lower,Low
STU_0004,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,5,200,4,2025/2026,3.27,18,3.35,75,4,6,False,0.017625544925672764,0.18982455650881416,3.3382410072278095,18.75,2.07,3.2,Second Class Lower,Low
STU_0004,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,5,300,5,2026/2027,2.07,16,3.12,91,5,5,False,-0.24590414140491182,0.5928140962746038,2.9798314140793565,18.2,3.31,3.2,Second Class Lower,Medium
STU_0004,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,5,300,6,2026/2027,3.31,16,3.15,107,6,4,False,-0.10967287386748184,0.5375054492259121,2.8830999531112718,17.833333333333332,3.41,3.2,Second Class Lower,Low
STU_0004,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,5,400,7,2027/2028,3.41,18,3.19,125,7,3,False,-0.03842741508531592,0.5020442890413602,2.927921561289971,17.857142857142858,3.22,3.2,Second Class Lower,Low
STU_0004,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,5,400,8,2027/2028,3.22,19,3.19,144,8,2,False,-0.021328577471016113,0.4651588669374288,3.3100835488572002,18.0,3.13,3.2,Second Class Lower,Low
STU_0004,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,5,500,9,2028/2029,3.13,13,3.19,157,9,1,False,-0.017835879574645334,0.43535879208097533,3.2511108443098222,17.444444444444443,3.32,3.2,Second Class Lower,Low
STU_0004,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,5,500,10,2028/2029,3.32,16,3.2,173,10,0,True,-0.004636256977227167,0.41329503079254826,3.222264196885975,17.3,,3.2,Second Class Lower,Low
STU_0005,Ahmadu Bello University,Social Sciences,Political Science,Political Science,5.0,4,100,1,2020/2021,4.46,21,4.46,21,1,7,False,0.0,0.0,4.458401284003665,21.0,4.44,4.02,Second Class Upper,Low
STU_0005,Ahmadu Bello University,Social Sciences,Political Science,Political Science,5.0,4,100,2,2020/2021,4.44,18,4.45,39,2,6,False,-0.014260235905261709,0.010083509509930439,4.4512711660510345,19.5,4.36,4.02,Second Class Upper,Low
STU_0005,Ahmadu Bello University,Social Sciences,Political Science,Political Science,5.0,4,200,3,2021/2022,4.36,20,4.42,59,3,5,False,-0.05094839620771063,0.05517619756982105,4.419682274563438,19.666666666666668,3.8,4.02,Second Class Upper,Low
STU_0005,Ahmadu Bello University,Social Sciences,Political Science,Political Science,5.0,4,200,4,2021/2022,3.8,22,4.25,81,4,4,False,-0.20533553742267538,0.3115349418369087,4.201269072594927,20.25,4.01,4.02,Second Class Upper,Low
STU_0005,Ahmadu Bello University,Social Sciences,Political Science,Political Science,5.0,4,300,5,2022/2023,4.01,16,4.21,97,5,3,False,-0.1541125848883444,0.29329739266898475,4.055998071416152,19.4,3.69,4.02,Second Class Upper,Low
STU_0005,Ahmadu Bello University,Social Sciences,Political Science,Political Science,5.0,4,300,6,2022/2023,3.69,19,4.13,116,6,2,False,-0.1624566245421599,0.33766071746610665,3.834950333229525,19.333333333333332,3.51,4.02,Second Class Upper,Low
STU_0005,Ahmadu Bello University,Social Sciences,Political Science,Political Science,5.0,4,400,7,2023/2024,3.51,15,4.06,131,7,1,False,-0.16793995111972151,0.3871522896538542,3.736409908288485,18.714285714285715,3.76,4.02,Second Class Upper,Low
STU_0005,Ahmadu Bello University,Social Sciences,Political Science,Political Science,5.0,4,400,8,2023/2024,3.76,17,4.02,148,8,0,True,-0.13559159135710686,0.372191681075788,3.652033027499284,18.5,,4.02,Second Class Upper,Low
STU_0006,University of Lagos,Science,Mathematics,Mathematics,5.0,5,100,1,2021/2022,4.2,20,4.2,20,1,9,False,0.0,0.0,4.199095956096041,20.0,3.92,4.17,Second Class Upper,Low
STU_0006,University of Lagos,Science,Mathematics,Mathematics,5.0,5,100,2,2021/2022,3.92,19,4.06,39,2,8,False,-0.2820220694159987,0.19941971772831593,4.058084921388042,19.5,4.79,4.17,Second Class Upper,Low
STU_0006,University of Lagos,Science,Mathematics,Mathematics,5.0,5,200,3,2022/2023,4.79,18,4.29,57,3,7,False,0.2950118724694968,0.4449959493380396,4.301763181270373,19.0,3.93,4.17,Second Class Upper,Low
STU_0006,University of Lagos,Science,Mathematics,Mathematics,5.0,5,200,4,2022/2023,3.93,19,4.2,76,4,6,False,0.005639346735526463,0.40876208241013806,4.211135142714848,19.0,3.83,4.17,Second Class Upper,Low
STU_0006,University of Lagos,Science,Mathematics,Mathematics,5.0,5,300,5,2023/2024,3.83,19,4.13,95,5,5,False,-0.0726442129196668,0.39215917773299047,4.182379152029165,19.0,4.62,4.17,Second Class Upper,Low
STU_0006,University of Lagos,Science,Mathematics,Mathematics,5.0,5,300,6,2023/2024,4.62,15,4.19,110,6,4,False,0.027968531630156234,0.40305687263144574,4.125678595971646,18.333333333333332,3.86,4.17,Second Class Upper,Low
STU_0006,University of Lagos,Science,Mathematics,Mathematics,5.0,5,400,7,2024/2025,3.86,15,4.15,125,7,3,False,-0.02057075032317222,0.39165949306840214,4.102800466193655,17.857142857142858,3.86,4.17,Second Class Upper,Low
STU_0006,University of Lagos,Science,Mathematics,Mathematics,5.0,5,400,8,2024/2025,3.86,18,4.12,143,8,2,False,-0.038589233627115055,0.37765250991672006,4.114025598283205,17.875,4.32,4.17,Second Class Upper,Low
STU_0006,University of Lagos,Science,Mathematics,Mathematics,5.0,5,500,9,2025/2026,4.32,13,4.13,156,9,1,False,-0.014345398339332039,0.35889428037362503,4.012912583898672,17.333333333333332,4.46,4.17,Second Class Upper,Low
STU_0006,University of Lagos,Science,Mathematics,Mathematics,5.0,5,500,10,2025/2026,4.46,17,4.17,173,10,0,True,0.006759816826609929,0.3527444589601334,4.214049013553232,17.3,,4.17,Second Class Upper,Low
STU_0007,Obafemi Awolowo University,Arts,Linguistics,Linguistics,5.0,5,100,1,2022/2023,3.37,22,3.37,22,1,9,False,0.0,0.0,3.3740583249357883,22.0,3.15,3.33,Second Class Lower,Low
STU_0007,Obafemi Awolowo University,Arts,Linguistics,Linguistics,5.0,5,100,2,2022/2023,3.15,21,3.27,43,2,8,False,-0.22051421912122793,0.15592709968867652,3.2638012153751745,21.5,3.41,3.33,Second Class Lower,Low
STU_0007,Obafemi Awolowo University,Arts,Linguistics,Linguistics,5.0,5,200,3,2023/2024,3.41,18,3.31,61,3,7,False,0.016215746526442754,0.13763469516777235,3.3113640829130073,20.333333333333332,3.56,3.33,Second Class Lower,Low
STU_0007,Obafemi Awolowo University,Arts,Linguistics,Linguistics,5.0,5,200,4,2023/2024,3.56,19,3.37,80,4,6,False,0.08073447371659981,0.16715915355264108,3.3729639745787723,20.0,3.13,3.33,Second Class Lower,Low
STU_0007,Obafemi Awolowo University,Arts,Linguistics,Linguistics,5.0,5,300,5,2024/2025,3.13,16,3.33,96,5,5,False,-0.008117617299818214,0.18086056058742186,3.3653870364330642,19.2,3.34,3.33,Second Class Lower,Low
STU_0007,Obafemi Awolowo University,Arts,Linguistics,Linguistics,5.0,5,300,6,2024/2025,3.34,15,3.33,111,6,4,False,-0.00288638658600283,0.16184408770436087,3.3422299208058934,18.5,3.35,3.33,Second Class Lower,Low
STU_0007,Obafemi Awolowo University,Arts,Linguistics,Linguistics,5.0,5,400,7,2025/2026,3.35,17,3.33,128,7,3,False,0.0006621104290157609,0.14799867164485173,3.272548572255515,18.285714285714285,3.74,3.33,Second Class Lower,Low
STU_0007,Obafemi Awolowo University,Arts,Linguistics,Linguistics,5.0,5,400,8,2025/2026,3.74,15,3.37,143,8,2,False,0.034433106630412984,0.1989280316279154,3.4749393198139154,17.875,3.21,3.33,Second Class Lower,Low
STU_0007,Obafemi Awolowo University,Arts,Linguistics,Linguistics,5.0,5,500,9,2026/2027,3.21,17,3.36,160,9,1,False,0.012426321847537463,0.19502445699350357,3.4312397946215736,17.77777777777778,3.07,3.33,Second Class Lower,Low
STU_0007,Obafemi Awolowo University,Arts,Linguistics,Linguistics,5.0,5,500,10,2026/2027,3.07,17,3.33,177,10,0,True,-0.007112619182981424,0.206336987389978,3.3364781286803686,17.7,,3.33,Second Class Lower,Low
STU_0008,"University of Nigeria, Nsukka",Medical Sciences,Physiotherapy,Physiotherapy,5.0,4,100,1,2023/2024,4.46,19,4.46,19,1,7,False,0.0,0.0,4.464298145025171,19.0,4.47,4.7,First Class,Low
STU_0008,"University of Nigeria, Nsukka",Medical Sciences,Physiotherapy,Physiotherapy,5.0,4,100,2,2023/2024,4.47,21,4.47,40,2,6,False,0.0018849610860875998,0.0013328687662453014,4.465240625568215,20.0,4.59,4.7,First Class,Low
STU_0008,"University of Nigeria, Nsukka",Medical Sciences,Physiotherapy,Physiotherapy,5.0,4,200,3,2024/2025,4.59,21,4.51,61,3,5,False,0.060454754525360865,0.06926940820132184,4.505229635070774,20.333333333333332,4.81,4.7,First Class,Low
STU_0008,"University of Nigeria, Nsukka",Medical Sciences,Physiotherapy,Physiotherapy,5.0,4,200,4,2024/2025,4.81,19,4.58,80,4,4,False,0.11709457524577349,0.1648597476642443,4.62210976890334,20.0,4.66,4.7,First Class,Low
STU_0008,"University of Nigeria, Nsukka",Medical Sciences,Physiotherapy,Physiotherapy,5.0,4,300,5,2025/2026,4.66,15,4.59,95,5,3,False,0.07439955362666054,0.14710718536907277,4.687354797850477,19.0,4.71,4.7,First Class,Low
STU_0008,"University of Nigeria, Nsukka",Medical Sciences,Physiotherapy,Physiotherapy,5.0,4,300,6,2025/2026,4.71,15,4.61,110,6,2,False,0.05841090716299368,0.13919850251161722,4.728881334682474,18.333333333333332,5.0,4.7,First Class,Low
STU_0008,"University of Nigeria, Nsukka",Medical Sciences,Physiotherapy,Physiotherapy,5.0,4,400,7,2026/2027,5.0,18,4.66,128,7,1,False,0.07753658645437558,0.19260413500791304,4.790568485841518,18.285714285714285,5.0,4.7,First Class,Low
STU_0008,"University of Nigeria, Nsukka",Medical Sciences,Physiotherapy,Physiotherapy,5.0,4,400,8,2026/2027,5.0,17,4.7,145,8,0,True,0.07904423728792008,0.21275434123554648,4.903262421523962,18.125,,4.7,First Class,Low
STU_0009,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,4,100,1,2024/2025,3.23,21,3.23,21,1,7,False,0.0,0.0,3.2312824076972535,21.0,3.13,3.35,Second Class Lower,Low
STU_0009,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,4,100,2,2024/2025,3.13,19,3.18,40,2,6,False,-0.09881414086477847,0.0698721490826076,3.1818753372648643,20.0,2.56,3.35,Second Class Lower,Low
STU_0009,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,4,200,3,2025/2026,2.56,21,2.97,61,3,5,False,-0.3337467911009837,0.36025644193066053,2.975846500008338,20.333333333333332,3.28,3.35,Second Class Lower,Medium
STU_0009,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,4,200,4,2025/2026,3.28,19,3.04,80,4,4,False,-0.041764596709518334,0.331509500749593,2.992627997146339,20.0,3.98,3.35,Second Class Lower,Low
STU_0009,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,4,300,5,2026/2027,3.98,17,3.21,97,5,3,False,0.16546356568376028,0.5060116767790495,3.2764788815277353,19.4,3.59,3.35,Second Class Lower,Low
STU_0009,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,4,300,6,2026/2027,3.59,18,3.27,115,6,2,False,0.14481435459104072,0.47483774138892765,3.618710500770917,19.166666666666668,3.39,3.35,Second Class Lower,Low
STU_0009,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,4,400,7,2027/2028,3.39,16,3.28,131,7,1,False,0.10006882144314054,0.4347754677818211,3.6536694562042324,18.714285714285715,3.89,3.35,Second Class Lower,Low
STU_0009,University of Ibadan,Engineering,Computer,Computer Engineering,5.0,4,400,8,2027/2028,3.89,15,3.35,146,8,0,True,0.11524542470529042,0.4521320452087343,3.623135646791891,18.25,,3.35,Second Class Lower,Low
STU_0010,Obafemi Awolowo University,Social Sciences,Psychology,Psychology,5.0,4,100,1,2020/2021,2.65,19,2.65,19,1,7,False,0.0,0.0,2.6548704510700984,19.0,1.13,1.41,Pass,Medium
STU_0010,Obafemi Awolowo University,Social Sciences,Psychology,Psychology,5.0,4,100,2,2020/2021,1.13,21,1.86,40,2,6,False,-1.5232464076491299,1.077097864266748,1.8932472472455335,20.0,1.77,1.41,Pass,High
STU_0010,Obafemi Awolowo University,Social Sciences,Psychology,Psychology,5.0,4,200,3,2021/2022,1.77,18,1.83,58,3,5,False,-0.4417168074257688,0.7648632753737852,1.8526437769032091,19.333333333333332,1.78,1.41,Pass,High
STU_0010,Obafemi Awolowo University,Social Sciences,Psychology,Psychology,5.0,4,200,4,2021/2022,1.78,19,1.82,77,4,4,False,-0.19898194235571584,0.6256127574252637,1.5604624195304593,19.25,0.62,1.41,Pass,High
STU_0010,Obafemi Awolowo University,Social Sciences,Psychology,Psychology,5.0,4,300,5,2022/2023,0.62,18,1.59,95,5,3,False,-0.34158842993816796,0.7658977669251501,1.3911134495947426,19.0,0.77,1.41,Pass,High
STU_0010,Obafemi Awolowo University,Social Sciences,Psychology,Psychology,5.0,4,300,6,2022/2023,0.77,15,1.48,110,6,2,False,-0.312615479990009,0.7628113025226286,1.0573052803477783,18.333333333333332,0.69,1.41,Pass,High
STU_0010,Obafemi Awolowo University,Social Sciences,Psychology,Psychology,5.0,4,400,7,2023/2024,0.69,18,1.37,128,7,1,False,-0.27707262973704383,0.7536190743367683,0.695381026593208,18.285714285714285,1.73,1.41,Pass,High
STU_0010,Obafemi Awolowo University,Social Sciences,Psychology,Psychology,5.0,4,400,8,2023/2024,1.73,17,1.41,145,8,0,True,-0.1525468572007186,0.7109384564647,1.0648806510959918,18.125,,1.41,Pass,High
STU_0011,University of Lagos,Medical Sciences,Public Health,Public Health,5.0,4,100,1,2021/2022,4.0,18,4.0,18,1,7,False,0.0,0.0,4.0039151448075,18.0,3.31,4.12,Second Class Upper,Low
STU_0011,University of Lagos,Medical Sciences,Public Health,Public Health,5.0,4,100,2,2021/2022,3.31,20,3.64,38,2,6,False,-0.6902694313156821,0.4880941957291006,3.658780429149659,19.0,4.38,4.12,Second Class Upper,Low
STU_0011,University of Lagos,Medical Sciences,Public Health,Public Health,5.0,4,200,3,2022/2023,4.38,18,3.88,56,3,5,False,0.18934147259900502,0.5419919808827102,3.900052982768276,18.666666666666668,4.0,4.12,Second Class Upper,Low
STU_0011,University of Lagos,Medical Sciences,Public Health,Public Health,5.0,4,200,4,2022/2023,4.0,18,3.91,74,4,4,False,0.10573999097346501,0.4453509162243869,3.8987693753483827,18.5,4.22,4.12,Second Class Upper,Low
STU_0011,University of Lagos,Medical Sciences,Public Health,Public Health,5.0,4,300,5,2023/2024,4.22,19,3.97,93,5,3,False,0.11162859515827495,0.40745054192285546,4.2005037428747345,18.6,4.23,4.12,Second Class Upper,Low
STU_0011,University of Lagos,Medical Sciences,Public Health,Public Health,5.0,4,300,6,2023/2024,4.23,18,4.01,111,6,2,False,0.09870909288458507,0.37785181776533855,4.149058941854132,18.5,4.47,4.12,Second Class Upper,Low
STU_0011,University of Lagos,Medical Sciences,Public Health,Public Health,5.0,4,400,7,2024/2025,4.47,19,4.08,130,7,1,False,0.10993552863103331,0.3846282836114796,4.307310119129559,18.571428571428573,4.36,4.12,Second Class Upper,Low
STU_0011,University of Lagos,Medical Sciences,Public Health,Public Health,5.0,4,400,8,2024/2025,4.36,19,4.12,149,8,0,True,0.0958226681026243,0.3687051398034296,4.354116139749929,18.625,,4.12,Second Class Upper,Low
STU_0012,"University of Nigeria, Nsukka",Medical Sciences,Medicine,Medicine and Surgery,5.0,4,100,1,2022/2023,3.82,22,3.82,22,1,7,False,0.0,0.0,3.822207466170884,22.0,3.53,3.29,Second Class Lower,Low
STU_0012,"University of Nigeria, Nsukka",Medical Sciences,Medicine,Medicine and Surgery,5.0,4,100,2,2022/2023,3.53,18,3.69,40,2,6,False,-0.28960754876213857,0.2047834616125219,3.6774036917898147,20.0,3.34,3.29,Second Class Lower,Low
STU_0012,"University of Nigeria, Nsukka",Medical Sciences,Medicine,Medicine and Surgery,5.0,4,200,3,2023/2024,3.34,21,3.57,61,3,5,False,-0.2392011565706078,0.24096499350729744,3.5662041788697656,20.333333333333332,3.33,3.29,Second Class Lower,Low
STU_0012,"University of Nigeria, Nsukka",Medical Sciences,Medicine,Medicine and Surgery,5.0,4,200,4,2023/2024,3.33,22,3.51,83,4,4,False,-0.1659658877073551,0.22897981304512363,3.402774833014824,20.75,3.43,3.29,Second Class Lower,Low
STU_0012,"University of Nigeria, Nsukka",Medical Sciences,Medicine,Medicine and Surgery,5.0,4,300,5,2024/2025,3.43,19,3.49,102,5,3,False,-0.09787964447781587,0.20108051753976774,3.369624689939625,20.4,3.29,3.29,Second Class Lower,Low
STU_0012,"University of Nigeria, Nsukka",Medical Sciences,Medicine,Medicine and Surgery,5.0,4,300,6,2024/2025,3.29,19,3.46,121,6,2,False,-0.08515137603094321,0.19829155329960968,3.3510880510545227,20.166666666666668,3.22,3.29,Second Class Lower,Low
STU_0012,"University of Nigeria, Nsukka",Medical Sciences,Medicine,Medicine and Surgery,5.0,4,400,7,2025/2026,3.22,17,3.43,138,7,1,False,-0.0786185713454837,0.20197595052295214,3.314311289047436,19.714285714285715,2.1,3.29,Second Class Lower,Low
STU_0012,"University of Nigeria, Nsukka",Medical Sciences,Medicine,Medicine and Surgery,5.0,4,400,8,2025/2026,2.1,17,3.29,155,8,0,True,-0.16307223434032203,0.5053586712445627,2.8688823236110395,19.375,,3.29,Second Class Lower,Medium
STU_0013,"University of Nigeria, Nsukka",Medical Sciences,Medicine,Medicine and Surgery,5.0,5,100,1,2023/2024,3.87,18,3.87,18,1,9,False,0.0,0.0,3.871836962204292,18.0,3.89,4.11,Second Class Upper,Low
